drinkid,category_name,img,title,price,description,score,alcohol,style_info,aroma_info,flavor_info,finish_info,smoothness_info,enjoy_info,pairing_info,page
10526,Straight Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/229214_z.jpg,Jim Beam [ Double Oak Twice Barreled Straight Bourbon Whiskey ],$22.99 ,"Amber color. Attractive aromas and flavors of caramel coated nuts, circus peanuts, candied orange peel, fudge, and vanilla custard with a satiny, crisp, dry-yet-fruity medium-to-full body and a warming, nuanced, long finish imparting notes of toffee-coated",91 Points,43%,Rich,"caramel coated nuts, circus peanuts, candied orange peel, fudge, and vanilla custard",Same as aromas with notes of toffee-coated popcorn and rose jelly,,Warming,"in cocktails, neat, on the rocks, with drops of water and with cigars",,46
10527,Straight Rye Whisky,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/228941_z.jpg,Sazerac [ Straight Rye Whiskey ],$26.99 ,"Amber color. Aromas of gingery spice cake, chocolate buttercream, honey roasted macadamia, leather, and polished wood with a silky, vibrant, dryish medium body and a graceful, intricate, medium-long toasted marshmallow, dried cherry, rye toast, and dried h",91 Points,45%,"Herbal, Rich & Spicy","gingery spice cake, chocolate buttercream, honey roasted macadamia, leather, and polished wood","toasted marshmallow, dried cherry, rye toast, and dried herbs",,Smooth,"in cocktails, neat and on the rocks",,47
10528,Straight Rye Whisky,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/229992_z.jpg,Great Lakes Distillery [ Still & Oak Straight Rye Whiskey ],$40 ,"Golden amber color. Aromas and flavors of rye toast, candied yams, gingerbread, caraway, and tarragon with a satiny, vibrant, fruity medium body and a peppery, complex, long finish with notes of caramel, dark chocolate, rosemary, and peanut butter finish. ",91 Points,45%,Spicy,"rye toast, candied yams, gingerbread, caraway, and tarragon","Same as aromas with notes of caramel, dark chocolate, rosemary, and peanut butter",,Peppery,"in cocktails, neat and on the rocks",,47
10529,American Single Malt Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/229844_z.jpg,Boulder [ American Single Malt Whiskey - Port Cask ],$58 ,"Dark amber color. Baked aromas and flavors of digestive biscuits with honey, flan, rum-raisin, chocolate-covered almonds, and nougat with a round, crisp, dry-yet-fruity medium body and a hot, elegant, medium-long finish conveying nuances of mango coulis, t",91 Points,46%,Rich & Full,"digestive biscuits with honey, flan, rum-raisin, chocolate-covered almonds, and nougat","Same as aromas with nuances of mango coulis, toasted barley, dried banana, and watercress",,Hot,"in cocktails, neat, on the rocks, with cigars and with drops of water",,47
10530,American Single Malt Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/11_1_2019/229951_z.jpg,Putnam New England [ New England Whiskey ],$69.99 ,"Dark copper color. Aromas of fresh baked croissant, pumpernickel, and chestnut with a round, vibrant, fruity medium-full body and a tingling, complex, very long cherry preserves, grilled pear, herb butter, toasted marshmallow, saddle soap, chocolate-hazeln",91 Points,50%,"Rich, Herbal & Fruity","fresh baked croissant, pumpernickel, and chestnut","cherry preserves, grilled pear, herb butter, toasted marshmallow, saddle soap, chocolate-hazelnut spread, and fresh mint",,Tingling,"in cocktails, neat and on the rocks",,47
10531,Nut Liqueur,https://www.tastings.com/Product-Images/Spirits/2019/10_1_2019/229357_z.jpg,Faretti [ Biscotti Liqueur ],$28.99 ,"Golden amber color. Roasted aromas and flavors of roasted hazelnut. fennel, cashew, anisette biscotti, almond macaron, candied orange peel, old fashioned donut, and coconut cream with a velvety, crisp, sweet light body and a smooth, refreshing, medium-leng",91 Points,28%,Rich,"roasted hazelnut. fennel, cashew, anisette biscotti, almond macaron, candied orange peel, old fashioned donut, and coconut cream",Same as aromas with elements of mocha and caramel,,Smooth,in cocktails,,47
10532,Herb/Spice Liqueur,https://www.tastings.com/Product-Images/Spirits/2019/10_1_2019/229414_z.jpg,Kuma [ Turmeric Liqueur ],$34 ,"Neon gold color. Aromas and flavors of basil, bay leaf, gentian, saffron, cinnamon, turmeric, mint, and peppercorns with a velvety, bright, sweet medium body and an effortless, medium-length finish that shows notes of Meyer lemon marmalade and coriander fi",91 Points,34%,Herbal,"basil, bay leaf, gentian, saffron, cinnamon, turmeric, mint, and peppercorns",Same as aromas with notes of Meyer lemon marmalade and coriander,,Smooth,"in cocktails, neat and on the rocks",,47
10533,VS Cognac,https://www.tastings.com/Product-Images/Spirits/2019/9_1_2019/229207_z.jpg,Camus [ Very Special Cognac ],$35 ,"Golden amber color. Interesting aromas of ripe heirloom apple, caramel, sticky date pudding, and hint of smoked nuts with a satiny, crisp, fruity light-to-medium body and a tingling, compelling, medium-length cherry stone liqueur, orange marmalade, and cin",91 Points,40%,Fruity & Complex,"ripe heirloom apple, caramel, sticky date pudding, and hint of smoked nuts","cherry stone liqueur, orange marmalade, and cinnamon smoke",,Tingling,"in cocktails, neat and on the rocks",,47
10534,Flavored Sparkling Water,https://www.tastings.com/Product-Images/Spirits/2019/8_11_2019/229395_z.jpg,San Pellegrino [ Essenza Lemon & Lemon Zest Sparkling Flavored Water ],,"Feint aromas of Italian lemon rind and kiss of vanilla cream with a supple, crisp, dryish light body and a delightful, buoyant finish of slate, hints of fondant, and sea spray. A zesty and well-balanced flavored sparkling water with an all-natural appeal.",91 Points,0%,,,,,,,,47
10535,Blended Scotch,https://www.tastings.com/Product-Images/Spirits/2019/8_1_2019/229456_z.jpg,Chivas Regal [ 12 Year Blended Scotch Whisky ],,"Gold color. Aromas and flavors of black tea with biscuits, ripe strawberry, prune, lemon custard, lavender, and nutty wheat germ with a supple, vibrant, dry-yet-fruity light-to-medium body and a smooth, captivating, medium-length finish that shows accents ",91 Points,40%,Mild,"black tea with biscuits, ripe strawberry, prune, lemon custard, lavender, and nutty wheat germ","Same as aromas with accents of toasted pound cake, spiced frosting, and mocha",,Smooth,"in cocktails, neat and on the rocks",,47
10536,Irish Blended Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/8_1_2019/229028_z.jpg,Bogart’s [ Irish Whiskey ],$39.99 ,"Gold color. Aromas of rolled oats, melon, candied orange, banana, whipped cream, and cocoa butter with a satiny, vibrant, dry-yet-fruity light body and an even, interesting, medium-long honey, Nutella, white flowers, and graham cracker finish. A tasty and ",91 Points,40%,Mild & Fruity,"rolled oats, melon, candied orange, banana, whipped cream, and cocoa butter","honey, Nutella, white flowers, and graham cracker",,Smooth,"in cocktails, neat and on the rocks",,47
10537,Speyside Single Malt Scotch,https://www.tastings.com/Product-Images/Spirits/2019/8_1_2019/229121_z.jpg,Tamnavulin [ Speyside Single Malt Scotch Whisky ],$39.99 ,"Golden amber color. Aromas and flavors of ripe, juicy pear, honey cake, toasty blini, marjoram, and chervil with a satiny, vibrant, fruity light-to-medium body and a smooth, engaging, medium-long finish with accents of butter poached orchard fruit, ripe gl",91 Points,40%,Mild & Fruity,"ripe, juicy pear, honey cake, toasty blini, marjoram, and chervil","Same as aromas with accents of butter poached orchard fruit, ripe glazed apricots, orange zest, and coconut cream",,Smooth,"neat, on the rocks and in cocktails",,47
10538,Irish Blended Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/8_1_2019/228901_z.jpg,Jameson [ Signature Irish Whiskey ],$50 ,"Gold color. Aromas and flavors of chocolate-covered malted milk balls, green apple, caramel-mocha latte, toast, and chai tea with a round, vibrant, fruity medium body and a tingling, refreshing, medium-long finish imparting elements of white pepper finish.",91 Points,40%,Rich,"chocolate-covered malted milk balls, green apple, caramel-mocha latte, toast, and chai tea",Same as aromas with elements of white pepper,,Tingling,"in cocktails, neat and on the rocks",,47
10539,Irish Single Malt Whiskey,https://www.tastings.com/Product-Images/Spirits/2019/8_1_2019/228978_z.jpg,Connemara [ Peated Single Malt Irish Whiskey ],$54.99 ,"Gold color. Aromas of blackened pie crusts, grilled pear, sea salt, honey, Royall Lyme., and marmalade with a velvety, vibrant, dryish medium body and a graceful, stimulating, medium-long shortbread, custard, savory herbs, and caraway finish. Captivating a",91 Points,40%,"Fruity, Complex, Smoky & Rich","blackened pie crusts, grilled pear, sea salt, honey, Royall Lyme., and marmalade","shortbread, custard, savory herbs, and caraway",Normal,Smooth,"neat, on the rocks, with drops of water and with cigars",,48
10540,Japanese Blended Whisky,https://www.tastings.com/Product-Images/Spirits/2019/8_1_2019/229176_z.jpg,Nikka [ From the Barrel Japanese Blended Whisky ],$69.99 ,"Dark amber color. Aromas of cinnamon pastry, pickled ginger, sourdough, honey, and raisins with a silky, crisp, fruity medium body and a tingling, compelling, medium-length crepes, dulce de leche, butter-poached pear, and toasted spice cake finish. A rich ",91 Points,51.40%,Spicy & Complex,"cinnamon pastry, pickled ginger, sourdough, honey, and raisins","crepes, dulce de leche, butter-poached pear, and toasted spice cake",,Tingling,in cocktails,,48
10541,Rum (Aged more than 3 Years),https://www.tastings.com/Product-Images/Spirits/2019/7_1_2019/228602_z.jpg,Barnacles [ Gran Reserva 12 Years Aged Rum ],$39.99 ,"Dark amber color. Aromas of butterscotch, chocolate-dipped banana, canele, roasted mango, and copper pot with a satiny, vibrant, dry-yet-fruity light-to-medium body and a seamless, complex, long orange marmalade, cedar smoke, allspice, and pickled apricot ",91 Points,40%,"Candied, Fruity, Rich, Spicy & Funky","butterscotch, chocolate-dipped banana, canele, roasted mango, and copper pot","orange marmalade, cedar smoke, allspice, and pickled apricot",,Smooth,Now-3 years in cocktails,,48
10542,Rum (Aged more than 3 Years),https://www.tastings.com/Product-Images/Spirits/2019/7_1_2019/228162_z.jpg,Dubar Imperial [ Rum ],$39.99 ,"Copper color. Attractive aromas of caramel, honey roasted macadamia nuts, sesame candy, and cider apple with a silky, vibrant, dry-yet-fruity medium body and a smooth, refreshing, medium-length leather, almond paste, tobacco, and caramel-cheesecake finish.",91 Points,37.50%,Rich & Spicy,"caramel, honey roasted macadamia nuts, sesame candy, and cider apple","leather, almond paste, tobacco, and caramel-cheesecake",,Smooth,"Now-3 years in cocktails, neat and on the rocks",,48
10543,Other Cocktail Mixer,https://www.tastings.com/Product-Images/Spirits/2019/6_1_2019/228631_z.jpg,Q [ Grapefruit Mixer ],,"Light minutely hazy pink color. Earthy aromas and flavors of roasted sweet potatoes and dates, grapefruit marmalade on buttered potato bread toast, white peppercorn, and cedar candle with a round, vibrant, fruity sweet medium body and a tingling, layered, ",91 Points,0%,"Complex, Fruity, Spicy & Rich","roasted sweet potatoes and dates, grapefruit marmalade on buttered potato bread toast, white peppercorn, and cedar candle",Same as aromas with shades of grapefruit sorbet and honey roasted roasted pineapple,,Tingling,in cocktails,,48
10544,Blanco Tequila,https://www.tastings.com/Product-Images/Spirits/2019/5_1_2019/228240_z.jpg,Member’s Mark [ Blanco Tequila ],$19.98 ,"Clear color. Elegant aromas and flavors of fresh ripe agave, sweet cantaloupe, hibiscus, rooibos tea, bay leaf, and mulling spices with a supple, vibrant, dry-yet-fruity light body and a tingling, subtle, long finish with accents of mole, snap pea, roasted",91 Points,40%,Herbal & Spicy,"fresh ripe agave, sweet cantaloupe, hibiscus, rooibos tea, bay leaf, and mulling spices","Same as aromas with accents of mole, snap pea, roasted peppers, and huitlacoche",,Tingling,"in cocktails, neat and on the rocks",,48
10545,Blanco Tequila,https://www.tastings.com/Product-Images/Spirits/2019/5_1_2019/227819_z.jpg,JAJA [ Blanco Tequila ],$39.95 ,"Clear color. Earthy aromas and flavors of roasted sweet potato, cumin, clover blossom, cardamom, dark chocolate, and aloe with a silky, vibrant, dryish light-to-medium body and a warming, complex, relaxed finish with notes of sea salt, oregano, and dried c",91 Points,40%,Complex & Rich,"roasted sweet potato, cumin, clover blossom, cardamom, dark chocolate, and aloe","Same as aromas with notes of sea salt, oregano, and dried chile",,Warming,"in cocktails, neat and on the rocks",,48
10546,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2019/4_1_2019/227910_z.jpg,Sobieski [ Vodka ],$10.99 ,"Clear color. Aromas of chalk, marzipan, and rye toast with an oily, vibrant, dry full body and a peppery, breezy schezuan peppercorns and spritz of lemon finish. A piquant vodka with great cocktail affinity.",91 Points,40%,Mild,"chalk, marzipan, and rye toast",schezuan peppercorns and spritz of lemon,,Peppery,in cocktails,,48
10547,Flavored Vodka,https://www.tastings.com/Product-Images/Spirits/2019/4_1_2019/227839_z.jpg,Smirnoff [ Kissed Caramel Flavored Vodka ],$15.99 ,"Clear color. Creamy, sweet aromas and flavors of butterscotch, creamy caramel, and vanilla bean ice cream with a round, vibrant, sweet medium body and a seamless, quick finish. A rock-solid caramelly vodka that will make decadent dessert cocktails.",91 Points,30%,Candied,"butterscotch, creamy caramel, and vanilla bean ice cream","butterscotch, creamy caramel, and vanilla bean ice cream",,Smooth,in cocktails,,48
10548,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2019/4_1_2019/227818_z.jpg,Tahoe Blue [ Vodka ],$19.99 ,"Clear color. Aromas of rice cracker and quartz with a satiny, crisp, dryish light body and a smooth, amusing, medium-long mineral water, hint of pear, and pistachio finish. An incredibly smooth and clean vodka; a drinkable diamond.",91 Points,40%,Mild,rice cracker and quartz,"mineral water, hint of pear, and pistachio",,Smooth,"in cocktails, neat and on the rocks",,48
10549,Gin,https://www.tastings.com/Product-Images/Spirits/2019/3_1_2019/227856_z.jpg,Jack Pine [ Gin ],$29.95 ,"Clear color. Aromas and flavors of pepper jelly, toasted sourdough, and lapsang suchong with a satiny, fruity light-to-medium body and an intricate, medium-long finish that shows impressions of green cardamom, juniper, and eucalyptus finish. A distinctive ",91 Points,50%,Spicy & Herbal,"pepper jelly, toasted sourdough, and lapsang suchong","Same as aromas with impressions of green cardamom, juniper, and eucalyptus",,Satiny,in cocktails,,48
10550,White Rum,https://www.tastings.com/Product-Images/Spirits/2019/2_1_2019/227348_z.jpg,Grace [ Cor Cor Red Okinawan White Rum ],$47 ,"Clear color. Smoky aromas of mesquite, smoked tomato, ham-studded baked buns, tamarind chutney, black beans, and clove with a satiny, vibrant, fruity light-to-medium body and a peppery, complex, medium-length shaved coconut, ghee, rice pudding, and candied",91 Points,40%,"Funky, Complex & Smoky","mesquite, smoked tomato, ham-studded baked buns, tamarind chutney, black beans, and clove","shaved coconut, ghee, rice pudding, and candied mango",,Peppery,in cocktails,,48
10551,Non Alcoholic Spirit,https://www.tastings.com/Product-Images/Spirits/2022/2_17_2022/238940_z.jpg,Lyre’s [ Dark Cane Spirit Non-Alcoholic Spirit ],,"Copper color. Aromas and flavors of toasted bananas nut bread with warm molasses and vanilla bean with a lightly tannic, bright, dryish light-to-medium body and a tingling, interesting, medium-length finish that presents notes of dark toasted marshmallow a",90 Points,0%,Mild & Spicy,toasted bananas nut bread with warm molasses and vanilla bean,Same as aromas with notes of dark toasted marshmallow and mint and pepper oils,,Tingling,"neat, on the rocks and in cocktails",,49
10552,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2022/2_1_2022/238771_z.jpg,Cutwater Spirits [ Grapefruit Paloma ],,"Clear color. Aromas of ground peanuts and figs with a satiny, crisp, dryish light-to-medium body and a sleek, delightful, medium-length roasted agave, hints of raisin, lime pound cake, and caramel finish. A rich tequila cocktail to serve on ice with a lime",90 Points,7%,Mild,ground peanuts and figs,"roasted agave, hints of raisin, lime pound cake, and caramel",,Smooth,"in cocktails, neat and on the rocks",,49
10553,Low-Calorie Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2022/2_1_2022/238775_z.jpg,Cutwater Spirits [ Lime Vodka Soda ],,"Clear color. Aromas and flavors of candied lemon, hints of fresh pine, and hints of grapefruit with a round, bright, dry light body and a smooth, interesting, medium-length finish. A rock-solid ready-to-drink vodka soda that’s pure and fresh.",90 Points,5%,Mild & Herbal,"candied lemon, hints of fresh pine, and hints of grapefruit","candied lemon, hints of fresh pine, and hints of grapefruit",,Smooth,"in cocktails, neat and on the rocks",,49
10554,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2022/2_1_2022/238788_z.jpg,Cutwater Spirits [ Passion Fruit Guava Mojito ],,"Light gold color. Aromas of pineapple cordial, honeysuckle, and hints of passion fruit puree with a satiny, crisp, fruity light body and an amusing, crisp jarritos pineapple soda and cream soda finish. A fruity, tropical cocktail that goes down easy.",90 Points,5.90%,Fruity,"pineapple cordial, honeysuckle, and hints of passion fruit puree",jarritos pineapple soda and cream soda,Normal,Satiny,neat and on the rocks,,49
10555,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2022/2_1_2022/239041_z.jpg,Drifter Craft Cocktails [ Passion Fruit Caipirinha ],,"Minutely hazy golden green color. Aromas and flavors of lime cordial, hints of ginger, citronella, and sage with a satiny, tangy, fruity light-to-medium body and a tingling, brisk finish with nuances of limeade. A tangy, spritzy lime cocktail.",90 Points,7%,Fruity,"lime cordial, hints of ginger, citronella, and sage",Same as aromas with nuances of limeade,Normal,Tingling,neat and on the rocks,,49
10556,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2022/2_1_2022/239077_z.jpg,Knox & Dobson [ Old Fashioned ],,"Copper color. Aromas and flavors of freshly expressed orange peel, caramelized citrus, peppered almonds, raisins, and toffee with a supple, crisp, sweet medium body and a warming, intricate, long finish with suggestions of hints of licorice, violet, and sw",90 Points,38%,"Candied, Fruity, Herbal & Spicy","freshly expressed orange peel, caramelized citrus, peppered almonds, raisins, and toffee","Same as aromas with suggestions of hints of licorice, violet, and sweet oak",Long,Warming,on its own and with food,,49
10557,Flavored Spirits-Based Hard Seltzer,https://www.tastings.com/Product-Images/Spirits/2022/2_1_2022/238959_z.jpg,Lisco [ Sweet Mango Tequila Seltzer ],,"Slivery straw color. Aromas and flavors of sweet pear, honey, and apple-cinnamon tart with a supple, vibrant, dry-yet-fruity light body and a polished, interesting, medium-length finish. A super bubbly, light and friendly seltzer that refreshes.",90 Points,5%,Fruity,"sweet pear, honey, and apple-cinnamon tart","sweet pear, honey, and apple-cinnamon tart",,Smooth,"in cocktails, neat and on the rocks",,49
10558,Flavored Spirits-Based Hard Seltzer,https://www.tastings.com/Product-Images/Spirits/2022/2_1_2022/239052_z.jpg,Personal Day [ Lime Vodka Hard Seltzer ],,"Clear color. Aromas and flavors of fresh cut lime with a satiny, vibrant, fruity light-to-medium body and a smooth, engaging, medium-length finish. Bold and natural lime flavors shine in this tangy, true flavor Seltzer.",90 Points,5%,Fruity,fresh cut lime,fresh cut lime,Normal,Smooth,neat and on the rocks,,49
10559,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2022/2_1_2022/238534_z.jpg,Sugarlands Shine [ One-Two Punch Moonshine Cocktail ],,"Bright hazy coral red color. Tropical aromas of fruit punch, ripe red fruits, and hints of amaretto with a round, vibrant, sweet medium body and a warming, captivating, long ripe pineapple, cherry candy, banana, and guava finish. A very sweet, but very tas",90 Points,5%,Rich & Fruity,"fruit punch, ripe red fruits, and hints of amaretto","ripe pineapple, cherry candy, banana, and guava",Normal,Warming,on the rocks and neat,,49
10560,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2021/12_10_2021/238388_z.jpg,Bartender’s Trading Co. [ Espresso Martini Ready-To-Drink Cocktail ],$12 ,"Brown black color. Roasted aromas and flavors of dark chocolate espresso beans, fresh brewed coffee with hazelnut cream, and honey greek yogurt with a glycerous, vibrant, fruity sweet medium-to-full body and an engaging, medium-long finish revealing accent",90 Points,21%,Rich,"dark chocolate espresso beans, fresh brewed coffee with hazelnut cream, and honey greek yogurt",Same as aromas with accents of toffee and coffee and nut gelato,Long,Normal,Enjoy on its own,,49
10561,Rum (Aged 3 years or less),https://www.tastings.com/Product-Images/Spirits/2021/12_10_2021/238443_z.jpg,Amrut [ Deluxe Old Port Rum Barrel No. 20 ],$19 ,"Dark amber color. Aromas and flavors of milk chocolate, cherry concentrate, amaretto, and hints of maple-walnut confection with a round, vibrant, dry-yet-fruity medium-full body and a warming, engaging, medium-long finish with notes of clove and chai latte",90 Points,42.80%,Rich & Spicy,"milk chocolate, cherry concentrate, amaretto, and hints of maple-walnut confection",Same as aromas with notes of clove and chai latte,,Warming,"in cocktails, neat and on the rocks",,49
10562,Gold Rum,https://www.tastings.com/Product-Images/Spirits/2021/12_10_2021/238451_z.jpg,Tanduay [ Gold Asian Rum ],$19 ,"Gold color. Confected aromas of ginger ale, tropical fruit candies, cherry slushie, and frozen coke with a supple, crisp, fruity medium body and a sleek, compelling, medium-length roasted nuts and caramel cream candies finish. A flavorful, candied rum that",90 Points,40%,Candied & Rich,"ginger ale, tropical fruit candies, cherry slushie, and frozen coke",roasted nuts and caramel cream candies,,Smooth,Enjoy in cocktails,,49
10563,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/12_10_2021/238372_z.jpg,Western Reserve Distillers [ Vodka Batch 005 ],$28 ,"Clear color. Toasty aromas and flavors of roasted grain, nuts and coconut, pumpernickel toast, and hint of citrus and fig marmalade with a silky, bright, dry-yet-fruity medium-full body and a tingling, captivating, medium-long finish revealing notes of sun",90 Points,40%,Complex & Rich,"roasted grain, nuts and coconut, pumpernickel toast, and hint of citrus and fig marmalade",Same as aromas with notes of sunflower and spelt bread toasts and peppered radishes,,Tingling,"in cocktails, neat and on the rocks",,50
10564,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/3_1_2021/233666_z.jpg,Purity [ Signature 34 Edition Organic Vodka ],$27 ,"Clear color. Aromas of sweet porridge, peaches in cream, and almond praline with a satiny, vibrant, dry-yet-fruity light-to-medium body and a seamless, interesting, medium-length candied lime and white peppercorns finish. A grain-forward, character-rich vo",90 Points,40%,Fruity & Rich,"sweet porridge, peaches in cream, and almond praline",candied lime and white peppercorns,,Smooth,in cocktails and neat,,50
10565,Non Alcoholic Spirit,https://www.tastings.com/Product-Images/Spirits/2021/10_1_2021/238092_z.jpg,Ritual Zero Proof [ Gin Alternative Non Alcoholic Spirit ],$28 ,"Clear color. Aromas and flavors of mixed citrus marmalade, fresh herbs, and sweet green apple with a satiny, crisp, fruity light-to-medium body and a seamless, complex, medium-length finish imparting notes of sweet tropical banana. A stylish non-alcoholic ",90 Points,0%,Fruity & Herbal,"mixed citrus marmalade, fresh herbs, and sweet green apple",Same as aromas with notes of sweet tropical banana,,Smooth,"in cocktails, on the rocks and neat",,50
10566,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/9_1_2021/236452_z.jpg,SKYY [ Vodka ],$14.99 ,"Clear color. Aromas of fresh linen and hints of strawberry cake with a supple, bright, dryish light body and a tingling, brisk cream of wheat, whipped cream, hints of fresh fennel, peppercorns, and powdered sugar finish. A supple, clean vodka with soft pep",90 Points,40%,Mild,fresh linen and hints of strawberry cake,"cream of wheat, whipped cream, hints of fresh fennel, peppercorns, and powdered sugar",,Tingling,"in cocktails, neat and on the rocks",,50
10567,Unflavored Vodka,https://www.tastings.com/Product-Images/Spirits/2021/9_1_2021/237226_z.jpg,Kristone [ Vodka ],$22 ,"Clear color. Aromas and flavors of crushed black pepper with a supple, soft, dry thin body and a peppery, swift finish imparting notes of hints of lime and almond milk. A simple, supple vodka that will slip into most any vodka cocktail.",90 Points,40%,Mild,crushed black pepper,Same as aromas with notes of hints of lime and almond milk,,Peppery,in cocktails,,50
10568,White Rum,https://www.tastings.com/Product-Images/Spirits/2021/9_1_2021/237952_z.jpg,Jd Shore [ White Rum ],$23 ,"Clear color. Aromas of hints of banana leaf and sweet mango on yogurt with a satiny, crisp, fruity light body and a tingling, interesting, medium-length hints of glazed nuts and coconut cream finish. A smooth and creamy white rum with just the right amount",90 Points,40%,Mild,hints of banana leaf and sweet mango on yogurt,hints of glazed nuts and coconut cream,,Tingling,in cocktails and on the rocks,,50
10569,Ready-to-Drink Cocktail,https://www.tastings.com/Product-Images/Spirits/2021/9_1_2021/237899_z.jpg,BarBox [ Ready-To-Drink Blueberry Vodka Sour Cocktail ],$24 ,"Garnet color. Aromas of dried berries, honey, wet stones, pepper, and maple sugar with a satiny, vibrant, fruity sweet medium-to-full body and a tingling, interesting, medium-long dried cranberry and blueberry danish finish. Tasted on the rocks. A rich and",90 Points,20%,Fruity & Rich,"dried berries, honey, wet stones, pepper, and maple sugar",dried cranberry and blueberry danish,Normal,Tingling,on the rocks,,50
10570,Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2021/9_1_2021/237983_z.jpg,"Mashbuild [ Bourbon Whiskey Finished in XO Cognac Barrels, Bottle B1-61 ]",$39 ,"Golden amber color. Aromas of candy corn, hints of circus peanuts, frosted flakes, and vanilla ice cream with a supple, crisp, dryish light-to-medium body and a smooth, medium-length grilled and buttered corn, creamy caramel, and chai spices finish. A mild",90 Points,45%,Mild,"candy corn, hints of circus peanuts, frosted flakes, and vanilla ice cream","grilled and buttered corn, creamy caramel, and chai spices",,Smooth,in cocktails,,50
10571,Reposado Tequila,https://www.tastings.com/Product-Images/Spirits/2021/9_1_2021/237852_z.jpg,El Bandido Yankee Tequila Company [ Reposado Tequila ],$44 ,"Slivery straw color. Aromas of fresh yellow squash, hints of pineapple, marzipan, and pastry with a silky, crisp, dry-yet-fruity light body and a stimulating, medium-length white chocolate cream, sea salt, and hints of mint finish. A very light and delicat",90 Points,40%,Crisp & Lively,"fresh yellow squash, hints of pineapple, marzipan, and pastry","white chocolate cream, sea salt, and hints of mint",,Silky,"in cocktails, neat and on the rocks",,50
10572,Straight Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2021/8_1_2021/236992_z.jpg,Evan Williams [ Bottled-in-Bond Straight Bourbon Whiskey ],$17 ,"Golden amber color. Aromas of pecan praline, cinnamon, nutmeg, and pie crusts with a satiny, vibrant, dry light-to-medium body and a warming, interesting, medium-long milk chocolate with almonds and milky way bar finish. A rich, warming, spice-forward Bour",90 Points,50%,"Rich, Spicy & Spirity","pecan praline, cinnamon, nutmeg, and pie crusts",milk chocolate with almonds and milky way bar,,Warming,"in cocktails, neat and on the rocks",,50
10573,Straight Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2021/8_1_2021/236997_z.jpg,Larceny [ Small Batch Straight Bourbon Whiskey ],$24 ,"Amber color. Aromas of cream of wheat, spiced apple fritters, pralines, peanut butter cups, and caramel buttercream with a satiny, crisp, dry light body and a polished, interesting, medium-long corn muffin, banana cake and white peppercorns finish. A tasty",90 Points,46%,Rich,"cream of wheat, spiced apple fritters, pralines, peanut butter cups, and caramel buttercream","corn muffin, banana cake and white peppercorns",,Smooth,"in cocktails, neat, on the rocks, with cigars and with drops of water",,50
10574,Straight Bourbon Whiskey,https://www.tastings.com/Product-Images/Spirits/2021/8_1_2021/237259_z.jpg,Wild Turkey [ 101 Kentucky Straight Bourbon Whiskey ],$25 ,"Golden amber color. Aromas and flavors of vanilla latte, whipped cream, caramel drizzle, and the kentucky countryside with a slightly chewy, vibrant, dry light-to-medium body and a warming, interesting, medium-long finish evoking suggestions of toffee. A v",90 Points,50.50%,Rich & Spicy,"vanilla latte, whipped cream, caramel drizzle, and the kentucky countryside",Same as aromas with suggestions of toffee,,Warming,"in cocktails, neat and on the rocks",,50
10575,Straight Rye Whisky,https://www.tastings.com/Product-Images/Spirits/2021/8_1_2021/237400_z.jpg,Old Overholt [ 114 Proof Straight Rye Whiskey ],$27 ,"Golden amber color. Interesting aromas of toast, caramel in milk chocolate, and wheat grass with a satiny, bright, dry medium body and a smooth, complex, medium-long cinnamon toast, raisin swirl bread, custard, clove, and tarragon finish. An herbaceous Rye",90 Points,57%,Herbal,"toast, caramel in milk chocolate, and wheat grass","cinnamon toast, raisin swirl bread, custard, clove, and tarragon",,Smooth,"in cocktails, neat, on the rocks, with cigars and with drops of water",,51
